nohup: ignoring input
 * Running on http://0.0.0.0:6400/ (Press CTRL+C to quit)
127.0.0.1 - - [10/Apr/2018 12:46:25] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:26] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:26] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:27] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:29] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:30] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:31] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:31] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:32] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:32] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:32] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:32] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:33] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:33] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:34] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:34] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:35] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:35] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:36] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:37] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:37] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:37] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:37] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:38] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:39] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:47] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:46:49] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:50] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:50] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:51] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:51] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:53] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:53] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:54] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:54] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:55] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:55] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:57] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:57] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:58] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:58] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:59] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:46:59] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:01] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:01] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:02] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:02] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:03] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:03] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:04] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:04] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:06] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:06] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:07] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:08] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:08] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:10] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:10] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:11] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:11] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:12] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:12] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:13] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:13] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:15] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:15] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:16] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:16] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:17] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:17] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:18] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:18] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:20] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:20] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:21] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:21] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:23] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:23] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:24] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:24] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:25] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:26] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:26] "GET /language HTTP/1.1" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:27] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:28] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:29] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "POST /polyglot HTTP/1.0" 400 -
127.0.0.1 - - [10/Apr/2018 12:47:30] "GET / HTTP/1.0" 200 -
